3.047619	
48.000000	3.047619	3.291429	
71.000000	3.866122	4.138957	
69.000000	4.138957	4.342132	
67.000000	4.411791	4.684626	
65.000000	4.684626	5.265125	
67.000000	5.503129	5.775964	
69.000000	5.775964	5.961723	
72.000000	6.048798	6.321633	
71.000000	6.321633	6.774422	
69.000000	7.140136	7.325896	
67.000000	7.412971	7.685805	
65.000000	7.685805	7.958639	
64.000000	7.958639	8.382404	
55.000000	8.504308	9.049977	
57.000000	9.049977	9.531791	
9.787211	
67.000000	10.414150	10.686984	
65.000000	10.686984	10.959819	
64.000000	10.959819	11.232653	
62.000000	11.232653	11.551927	
64.000000	12.051156	12.323991	
65.000000	12.323991	12.596825	
67.000000	12.596825	12.869660	
50.000000	12.869660	13.339864	
53.000000	13.688163	13.960998	
64.000000	13.960998	14.233832	
62.000000	14.233832	14.506667	
48.000000	14.506667	15.598005	
49.000000	15.598005	15.772154	
62.000000	16.143673	16.288798	
69.000000	16.410703	16.561633	
69.000000	16.683537	16.869297	
55.000000	17.780680	18.192834	
53.000000	18.326349	18.715283	
71.000000	18.866213	19.319002	
50.000000	19.417687	19.678912	
52.000000	20.503220	21.054694	
48.000000	21.054694	22.140227	
47.000000	22.140227	22.685896	
60.000000	22.685896	22.958730	
48.000000	22.958730	23.231565	
65.000000	23.231565	23.556644	
50.000000	23.777234	24.322902	
24.868571	
70.000000	24.868571	25.414240	
25.745125	
65.000000	25.959909	26.505578	
64.000000	26.505578	26.906122	
55.000000	27.051247	27.527256	
64.000000	27.596916	27.927800	
64.000000	28.142585	28.554739	
71.000000	28.688254	29.082993	
48.000000	29.233923	29.448707	
71.000000	30.052426	30.273016	
69.000000	30.319456	30.516825	
67.000000	30.592290	30.865125	
65.000000	30.865125	31.445624	
67.000000	31.683628	31.956463	
69.000000	31.956463	32.177052	
72.000000	32.229297	32.507937	
71.000000	32.507937	32.949116	
69.000000	33.320635	33.506395	
67.000000	33.593469	33.866304	
65.000000	33.866304	34.139138	
64.000000	34.139138	34.475828	
55.000000	34.684807	35.230476	
57.000000	35.230476	35.694875	
35.938685	
67.000000	36.594649	36.867483	
65.000000	36.867483	37.140317	
64.000000	37.140317	37.413152	
62.000000	37.413152	37.668571	
64.000000	38.231655	38.504490	
65.000000	38.504490	38.777324	
67.000000	38.777324	39.050159	
50.000000	39.050159	39.485533	
53.000000	39.868662	40.141497	
64.000000	40.141497	40.414331	
62.000000	40.414331	40.687166	
48.000000	40.687166	41.778503	
49.000000	41.778503	41.929433	
62.000000	42.324172	42.597007	
69.000000	42.597007	42.800181	
69.000000	42.869841	43.073016	
44.506848	
53.000000	44.506848	45.052517	
53.000000	45.052517	45.522721	
55.000000	45.598186	45.946485	
62.000000	46.143855	46.556009	
64.000000	46.689524	47.124898	
67.000000	47.235193	48.320726	
68.000000	48.320726	48.872200	
50.000000	48.872200	49.139229	
49.412063	
60.000000	49.412063	49.777778	
51.049070	
60.000000	51.049070	51.525079	
52.140408	
48.000000	52.140408	52.686077	
52.000000	52.686077	53.231746	
55.000000	53.231746	53.562630	
48.000000	53.777415	54.613333	
55.363628	
